name,year,imdb,metascore,votes,n_imdb
Charlotte's Web,2006,6.3,68,31158,63.0
Hollywoodland,2006,6.5,62,30602,65.0
Find Me Guilty,2006,7.1,65,29968,71.0
Bug,2006,6.1,62,29918,61.0
The Marine,2006,4.7,45,29420,47.0
Man of the Year,2006,6.2,39,29397,62.0
Shortbus,2006,6.5,64,29258,65.0
Arthur et les Minimoys,2006,6.0,39,28364,60.0
Efter brylluppet,2006,7.8,78,28109,78.0
Hors de prix,2006,7.0,72,27871,70.0
All the Boys Love Mandy Lane,2006,5.6,44,27734,56.0
School for Scoundrels,2006,5.9,44,27444,59.0
Stay Alive,2006,5.1,24,27316,51.0
Unknown,2006,6.5,44,27305,65.0
Goya's Ghosts,2006,6.9,52,26763,69.0
Gedo senki,2006,6.5,47,26731,65.0
Seraphim Falls,2006,6.7,62,26398,67.0
Fido,2006,6.7,70,26348,67.0
Ils,2006,6.5,60,26347,65.0
This Film Is Not Yet Rated,2006,7.5,75,26226,75.0
Pulse,2006,4.7,27,26199,47.0
The Santa Clause 3: The Escape Clause,2006,4.7,32,26048,47.0
Miss Potter,2006,7.0,57,25423,70.0
No Country for Old Men,2007,8.1,91,700737,81.0
I Am Legend,2007,7.2,65,594726,72.0
The Bourne Ultimatum,2007,8.0,85,549577,80.0
Transformers,2007,7.1,61,547620,71.0
Ratatouille,2007,8.0,96,530051,80.0
Pirates of the Caribbean: At World's End,2007,7.1,50,524779,71.0
Into the Wild,2007,8.1,73,486254,81.0
Superbad,2007,7.6,76,458307,76.0
Juno,2007,7.5,81,446836,75.0
Spider-Man 3,2007,6.2,59,426631,62.0
There Will Be Blood,2007,8.1,93,425775,81.0
Harry Potter and the Order of the Phoenix,2007,7.5,71,410284,75.0
Hot Fuzz,2007,7.9,81,394917,79.0
Live Free or Die Hard,2007,7.2,69,357106,72.0
Zodiac,2007,7.7,78,356172,77.0
American Gangster,2007,7.8,76,348600,78.0
Knocked Up,2007,7.0,85,318153,70.0
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83,307066,74.0
Ocean's Thirteen,2007,6.9,62,280260,69.0
The Simpsons Movie,2007,7.4,80,277730,74.0
Shooter,2007,7.2,53,277659,72.0
3:10 to Yuma,2007,7.7,76,256814,77.0
The Mist,2007,7.2,58,245600,72.0
Shrek the Third,2007,6.1,58,235546,61.0
1408,2007,6.8,64,230500,68.0
28 Weeks Later,2007,7.0,78,230072,70.0
Stardust,2007,7.7,66,228270,77.0
4: Rise of the Silver Surfer,2007,5.6,45,227506,56.0
Gone Baby Gone,2007,7.7,72,218767,77.0
Atonement,2007,7.8,85,213304,78.0
Sunshine,2007,7.3,64,208260,73.0
Eastern Promises,2007,7.7,82,204790,77.0
The Bucket List,2007,7.4,42,202730,74.0
Disturbia,2007,6.9,62,199151,69.0
Paranormal Activity,2007,6.3,68,199144,63.0
Ghost Rider,2007,5.2,35,198059,52.0
National Treasure: Book of Secrets,2007,6.5,48,196284,65.0
P.S. I Love You,2007,7.1,39,183280,71.0
Resident Evil: Extinction,2007,6.3,41,165438,63.0
Grindhouse,2007,7.6,77,164298,76.0
The Golden Compass,2007,6.1,51,160044,61.0
Fracture,2007,7.2,68,157229,72.0
Enchanted,2007,7.1,75,156108,71.0
The Darjeeling Limited,2007,7.2,67,153332,72.0
Beowulf,2007,6.2,59,149959,62.0
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,68,149328,75.0
30 Days of Night,2007,6.6,53,149321,66.0
Hitman,2007,6.3,35,148554,63.0
Michael Clayton,2007,7.3,82,143406,73.0
Blades of Glory,2007,6.3,64,139865,63.0
Shoot 'Em Up,2007,6.7,49,136187,67.0
Next,2007,6.2,42,133984,62.0
Rush Hour 3,2007,6.2,44,132671,62.0
Mr. Brooks,2007,7.3,45,131564,73.0
El orfanato,2007,7.5,74,130738,75.0
I Now Pronounce You Chuck & Larry,2007,6.0,37,127832,60.0
Lars and the Real Girl,2007,7.4,70,125200,74.0
Saw IV,2007,5.9,36,123673,59.0
Evan Almighty,2007,5.4,37,123645,54.0
Bridge to Terabithia,2007,7.2,74,122868,72.0
Bee Movie,2007,6.1,54,118251,61.0
The Kingdom,2007,7.1,56,107986,71.0
Hairspray,2007,6.7,81,106512,67.0
Wild Hogs,2007,5.9,27,105663,59.0
AVPR: Aliens vs Predator - Requiem,2007,4.7,29,101956,47.0
Once,2007,7.9,88,100691,79.0
Mr. Bean's Holiday,2007,6.3,56,98631,63.0
Across the Universe,2007,7.4,56,97882,74.0
Death at a Funeral,2007,7.4,67,96853,74.0
Charlie Wilson's War,2007,7.1,69,95695,71.0
Le scaphandre et le papillon,2007,8.0,92,95329,80.0
Halloween,2007,6.1,47,95313,61.0
August Rush,2007,7.5,38,94908,75.0
Epic Movie,2007,2.3,17,94625,23.0
Hannibal Rising,2007,6.2,35,93393,62.0
Dan in Real Life,2007,6.8,65,90923,68.0
Tropa de Elite,2007,8.1,33,88248,81.0
Reign Over Me,2007,7.5,61,87772,75.0
Music and Lyrics,2007,6.5,59,87657,65.0
Before the Devil Knows You're Dead,2007,7.3,84,86893,73.0
Vacancy,2007,6.2,54,85471,62.0
Good Luck Chuck,2007,5.6,19,78560,56.0
Funny Games,2007,6.5,44,78092,65.0
War,2007,6.3,36,77560,63.0
Persepolis,2007,8.1,90,77452,81.0
The Heartbreak Kid,2007,5.8,46,77001,58.0
We Own the Night,2007,6.9,59,76612,69.0
Hostel: Part II,2007,5.5,46,76298,55.0
Meet the Robinsons,2007,6.9,61,74898,69.0
Dead Silence,2007,6.2,34,74648,62.0
La môme,2007,7.6,66,73185,76.0
The Kite Runner,2007,7.6,61,72083,76.0
Sicko,2007,8.0,74,69849,80.0
88 Minutes,2007,5.9,17,69461,59.0
The Invasion,2007,5.9,45,68621,59.0
Awake,2007,6.5,33,67230,65.0
Premonition,2007,5.9,29,66293,59.0
Hot Rod,2007,6.7,43,65796,67.0
Death Sentence,2007,6.8,36,63993,68.0
Alvin and the Chipmunks,2007,5.2,39,63864,52.0
In the Valley of Elah,2007,7.2,65,63597,72.0
No Reservations,2007,6.3,50,63509,63.0
Run Fatboy Run,2007,6.6,48,61568,66.0
Chak De! India,2007,8.3,68,59976,83.0
Walk Hard: The Dewey Cox Story,2007,6.8,63,59487,68.0
Elizabeth: The Golden Age,2007,6.9,45,59119,69.0
Charlie Bartlett,2007,7.0,54,59061,70.0
Surf's Up,2007,6.7,64,58932,67.0
Freedom Writers,2007,7.5,64,58272,75.0
Norbit,2007,4.0,27,58008,40.0
TMNT,2007,6.3,41,56380,63.0
Control,2007,7.7,78,55280,77.0
The Hills Have Eyes II,2007,5.1,32,54220,51.0
Breach,2007,7.0,74,54179,70.0
The Brave One,2007,6.8,56,53551,68.0
The Lookout,2007,7.1,73,53323,71.0
The Nanny Diaries,2007,6.2,46,51676,62.0
Becoming Jane,2007,7.1,55,51417,71.0
I'm Not There.,2007,7.0,73,51357,70.0
The Great Debaters,2007,7.6,65,51182,76.0
Rendition,2007,6.8,55,50323,68.0
"4 luni, 3 saptamâni si 2 zile",2007,7.9,97,49383,79.0
The Game Plan,2007,6.2,44,49300,62.0
Los cronocrímenes,2007,7.2,68,48265,72.0
My Blueberry Nights,2007,6.7,52,47433,67.0
The Condemned,2007,6.1,23,47070,61.0
Cassandra's Dream,2007,6.7,49,46701,67.0
Lions for Lambs,2007,6.2,47,43506,62.0
Diary of the Dead,2007,5.7,66,42860,57.0
Sydney White,2007,6.3,45,40807,63.0
Perfect Stranger,2007,5.7,31,40539,57.0
In the Name of the King: A Dungeon Siege Tale,2007,3.8,15,40410,38.0
Mongol,2007,7.3,74,40277,73.0
Waitress,2007,7.0,75,39708,70.0
The Reaping,2007,5.7,36,39411,57.0
Pathfinder,2007,5.4,29,39389,54.0
Die Fälscher,2007,7.6,78,39284,76.0
The Visitor,2007,7.7,79,39130,77.0
Mr. Magorium's Wonder Emporium,2007,6.2,48,38223,62.0
Balls of Fury,2007,5.3,38,37621,53.0
The Hitcher,2007,5.6,28,37148,56.0
Teeth,2007,5.4,57,37137,54.0
The Messengers,2007,5.4,34,35378,54.0
Fred Claus,2007,5.6,42,35099,56.0
Boy A,2007,7.7,75,34811,77.0
Cleaner,2007,6.1,49,34500,61.0
License to Wed,2007,5.3,25,34482,53.0
Because I Said So,2007,5.6,26,34383,56.0
The Water Horse,2007,6.5,71,34081,65.0
The Savages,2007,7.2,85,33435,72.0
"Se, jie",2007,7.6,61,32888,76.0
Mr. Woodcock,2007,5.1,41,32604,51.0
The Invisible,2007,6.3,36,32587,63.0
The King of Kong,2007,8.1,83,32383,81.0
The Air I Breathe,2007,6.9,37,32339,69.0
The Last Legion,2007,5.4,37,31421,54.0
The Nines,2007,6.4,52,30336,64.0
In the Land of Women,2007,6.5,47,29203,65.0
Son of Rambow,2007,7.0,66,28630,70.0
2 Days in Paris,2007,6.8,67,28250,68.0
P2,2007,5.9,37,28125,59.0
Sleuth,2007,6.5,49,27822,65.0
Auf der anderen Seite,2007,7.9,85,27750,79.0
Paranoid Park,2007,6.7,83,26555,67.0
Things We Lost in the Fire,2007,7.2,63,25732,72.0
The Dark Knight,2008,9.0,82,1890610,90.0
WALL·E,2008,8.4,95,825711,84.0
Iron Man,2008,7.9,79,776159,79.0
Slumdog Millionaire,2008,8.0,86,704606,80.0
Gran Torino,2008,8.2,72,625447,82.0
Taken,2008,7.8,50,517157,78.0
The Curious Case of Benjamin Button,2008,7.8,70,507143,78.0
Hancock,2008,6.4,49,384753,64.0
Twilight,2008,5.2,56,372406,52.0
The Hurt Locker,2008,7.6,94,368328,76.0
Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65,366428,62.0
The Incredible Hulk,2008,6.8,61,360144,68.0
Quantum of Solace,2008,6.6,58,359633,66.0
Kung Fu Panda,2008,7.6,73,348585,76.0
In Bruges,2008,7.9,67,338786,79.0
Tropic Thunder,2008,7.0,71,333575,70.0
Cloverfield,2008,7.0,64,331380,70.0
Wanted,2008,6.7,64,323379,67.0
Yes Man,2008,6.8,46,294517,68.0
Pineapple Express,2008,7.0,64,278043,70.0
Burn After Reading,2008,7.0,63,270055,70.0
The Wrestler,2008,7.9,81,268332,79.0
Jumper,2008,6.1,35,260560,61.0
Seven Pounds,2008,7.6,36,255099,76.0
Forgetting Sarah Marshall,2008,7.2,67,233886,72.0
Step Brothers,2008,6.9,51,231978,69.0
Hellboy II: The Golden Army,2008,7.0,78,225817,70.0
Vicky Cristina Barcelona,2008,7.1,70,217049,71.0
Changeling,2008,7.8,63,213340,78.0
RocknRolla,2008,7.3,53,210718,73.0
The Reader,2008,7.6,58,206770,76.0
21,2008,6.8,48,204861,68.0
Role Models,2008,6.9,61,204517,69.0
Valkyrie,2008,7.1,56,201741,71.0
Rambo,2008,7.0,46,192760,70.0
Body of Lies,2008,7.1,57,188932,71.0
Yip Man,2008,8.1,59,187608,81.0
Låt den rätte komma in,2008,7.9,82,186623,79.0
Death Race,2008,6.4,43,179460,64.0
Get Smart,2008,6.5,54,179430,65.0
The Happening,2008,5.0,34,176691,50.0
You Don't Mess with the Zohan,2008,5.5,54,169097,55.0
Madagascar: Escape 2 Africa,2008,6.7,61,166715,67.0
The Chronicles of Narnia: Prince Caspian,2008,6.5,62,166708,65.0
Revolutionary Road,2008,7.3,69,166058,73.0
Mamma Mia!,2008,6.4,51,162272,64.0
Bolt,2008,6.9,67,162110,69.0
The Bank Job,2008,7.3,69,160789,73.0
Eagle Eye,2008,6.6,43,160581,66.0
Zack and Miri Make a Porno,2008,6.6,56,158855,66.0
The Boy in the Striped Pyjamas,2008,7.8,55,154635,78.0
What Happens in Vegas,2008,6.1,36,151202,61.0
The Day the Earth Stood Still,2008,5.5,40,148974,55.0
Milk,2008,7.6,84,148201,76.0
Transporter 3,2008,6.1,51,139181,61.0
"Definitely, Maybe",2008,7.2,59,138238,72.0
27 Dresses,2008,6.1,47,136301,61.0
Vantage Point,2008,6.6,40,134388,66.0
The Mummy: Tomb of the Dragon Emperor,2008,5.2,31,131127,52.0
Marley & Me,2008,7.1,53,128637,71.0
Defiance,2008,7.2,58,125188,72.0
Harold & Kumar Escape from Guantanamo Bay,2008,6.6,57,120567,66.0
Horton Hears a Who!,2008,6.8,71,115279,68.0
Max Payne,2008,5.4,31,113698,54.0
Australia,2008,6.6,53,109433,66.0
Doubt,2008,7.5,68,107987,75.0
Sex and the City,2008,5.6,53,105607,56.0
The Strangers,2008,6.2,47,101438,62.0
Bronson,2008,7.1,71,101276,71.0
Saw V,2008,5.8,20,99784,58.0
Street Kings,2008,6.8,55,99619,68.0
Gake no ue no Ponyo,2008,7.7,86,97543,77.0
Journey to the Center of the Earth,2008,5.8,57,96579,58.0
Meet the Spartans,2008,2.7,9,94028,27.0
Frost/Nixon,2008,7.7,80,93666,77.0
The Forbidden Kingdom,2008,6.6,57,93454,66.0
Mirrors,2008,6.2,35,93034,62.0
The Other Boleyn Girl,2008,6.7,50,91403,67.0
Never Back Down,2008,6.6,39,86891,66.0
Babylon A.D.,2008,5.6,26,86687,56.0
Be Kind Rewind,2008,6.4,52,83654,64.0
The X Files: I Want to Believe,2008,5.9,47,82763,59.0
Nick and Norah's Infinite Playlist,2008,6.7,64,80115,67.0
Disaster Movie,2008,1.9,15,79111,19.0
Bedtime Stories,2008,6.1,33,78060,61.0
Righteous Kill,2008,6.0,36,77451,60.0
Sex Drive,2008,6.5,49,76939,65.0
The Spiderwick Chronicles,2008,6.6,62,76098,66.0
Step Up 2: The Streets,2008,6.3,50,72915,63.0
Semi-Pro,2008,5.8,47,71442,58.0
Felon,2008,7.5,58,70263,75.0
The House Bunny,2008,5.5,55,69802,55.0
The Duchess,2008,6.9,62,68055,69.0
Outlander,2008,6.3,40,66944,63.0
Doomsday,2008,6.0,51,66307,60.0
"Synecdoche, New York",2008,7.5,67,65627,75.0
Fool's Gold,2008,5.7,29,65176,57.0
Eden Lake,2008,6.8,65,65165,68.0
Sunshine Cleaning,2008,6.9,61,64243,69.0
How to Lose Friends & Alienate People,2008,6.4,35,63887,64.0
Ghost Town,2008,6.7,72,63744,67.0
The Ruins,2008,5.9,44,63369,59.0
Blindness,2008,6.6,45,63231,66.0
Quarantine,2008,6.0,53,62147,60.0
Speed Racer,2008,6.0,37,61918,60.0
Made of Honor,2008,5.9,37,59603,59.0
Hunger,2008,7.6,82,57588,76.0
City of Ember,2008,6.5,58,57160,65.0
Superhero Movie,2008,4.5,33,56524,45.0
The Spirit,2008,4.8,30,56113,48.0
Pride and Glory,2008,6.7,45,55647,67.0
Religulous,2008,7.7,56,54809,77.0
Four Christmases,2008,5.6,41,54299,56.0
Punisher: War Zone,2008,6.0,30,53842,60.0
Appaloosa,2008,6.8,64,53557,68.0
Drillbit Taylor,2008,5.7,41,53462,57.0
The Midnight Meat Train,2008,6.1,58,52634,61.0
Traitor,2008,7.0,60,51509,70.0
Bangkok Dangerous,2008,5.4,24,51035,54.0
Vals Im Bashir,2008,8.0,91,49899,80.0
High School Musical 3: Senior Year,2008,4.6,57,48945,46.0
Star Wars: The Clone Wars,2008,5.9,35,47117,59.0
The Eye,2008,5.4,36,47085,54.0
Man on Wire,2008,7.8,89,46344,78.0
"Food, Inc.",2008,7.8,80,46164,78.0
Transsiberian,2008,6.7,72,45677,67.0
The Love Guru,2008,3.8,24,45531,38.0
The Brothers Bloom,2008,6.8,55,44573,68.0
Chugyeogja,2008,7.9,64,44263,79.0
Lakeview Terrace,2008,6.1,47,43605,61.0
Rachel Getting Married,2008,6.7,82,43408,67.0
Untraceable,2008,6.2,32,43371,62.0
W.,2008,6.3,56,42912,63.0
Okuribito,2008,8.1,68,42256,81.0
"New York, I Love You",2008,6.3,49,41722,63.0
Gomorra,2008,7.0,87,41465,70.0
Chi bi,2008,7.4,73,39758,74.0
My Best Friend's Girl,2008,5.9,34,39392,59.0
Baby Mama,2008,6.0,55,36469,60.0
JCVD,2008,7.2,64,35143,72.0
Deception,2008,6.1,31,34915,61.0
The Hottie & the Nottie,2008,1.9,7,34441,19.0
Happy-Go-Lucky,2008,7.0,84,34257,70.0
The Rocker,2008,6.2,53,34228,62.0
Meet Dave,2008,4.9,43,34160,49.0
The Tale of Despereaux,2008,6.1,53,32841,61.0
Nothing But the Truth,2008,7.2,64,32797,72.0
Der Baader Meinhof Komplex,2008,7.4,76,32156,74.0
Two Lovers,2008,7.1,74,32125,71.0
Entre les murs,2008,7.5,92,31221,75.0
Passengers,2008,5.9,40,30381,59.0
Nim's Island,2008,6.0,55,30043,60.0
Prom Night,2008,3.9,17,29921,39.0
Choke,2008,6.5,47,29718,65.0
Chaos Theory,2008,6.7,44,29461,67.0
Che: Part Two,2008,6.9,64,29387,69.0
Splinter,2008,6.1,58,29207,61.0
Shutter,2008,5.2,37,29176,52.0
Leatherheads,2008,6.0,56,29073,60.0
Joheunnom nabbeunnom isanghannom,2008,7.3,69,29041,73.0
L'instinct de mort,2008,7.6,71,28777,76.0
Pathology,2008,6.0,55,28446,60.0
The Wackness,2008,7.0,61,28387,70.0
One Missed Call,2008,4.0,24,28299,40.0
Ong-bak 2,2008,6.2,47,26542,62.0
Dear Zachary: A Letter to a Son About His Father,2008,8.6,82,26308,86.0
L'ennemi public n°1,2008,7.5,72,25494,75.0
Pontypool,2008,6.7,54,25075,67.0
Jodhaa Akbar,2008,7.6,69,24301,76.0
Inglourious Basterds,2009,8.3,69,1021217,83.0
Avatar,2009,7.8,83,976082,78.0
Up,2009,8.3,88,767402,83.0
The Hangover,2009,7.7,73,634112,77.0
District 9,2009,8.0,81,576613,80.0
Star Trek,2009,8.0,82,539518,80.0
Sherlock Holmes,2009,7.6,57,521545,76.0
Zombieland,2009,7.7,73,428368,77.0
Watchmen,2009,7.6,56,427096,76.0
(500) Days of Summer,2009,7.7,76,417311,77.0
X-Men Origins: Wolverine,2009,6.6,40,406664,66.0
Harry Potter and the Half-Blood Prince,2009,7.6,78,375499,76.0
Transformers: Revenge of the Fallen,2009,6.0,35,348612,60.0
2012,2009,5.8,49,309875,58.0
Terminator Salvation,2009,6.6,49,306478,66.0
Moon,2009,7.9,67,290664,79.0
Up in the Air,2009,7.4,83,287471,74.0
3 Idiots,2009,8.4,67,262738,84.0
The Proposal,2009,6.7,48,253439,67.0
The Blind Side,2009,7.7,53,248558,77.0
Public Enemies,2009,7.0,70,248337,70.0
Angels & Demons,2009,6.7,48,238191,67.0
Law Abiding Citizen,2009,7.4,34,237156,74.0
The Twilight Saga: New Moon,2009,4.7,44,236041,47.0
Fast & Furious,2009,6.6,46,227911,66.0
Knowing,2009,6.2,41,200177,62.0
The Road,2009,7.3,64,195447,73.0
Män som hatar kvinnor,2009,7.8,76,188337,78.0
Ice Age: Dawn of the Dinosaurs,2009,7.0,50,187185,70.0
G.I. Joe: The Rise of Cobra,2009,5.8,32,184902,58.0
Mr. Nobody,2009,7.9,63,180249,79.0
The Ugly Truth,2009,6.5,28,179646,65.0
"I Love You, Man",2009,7.0,70,177750,70.0
Cloudy with a Chance of Meatballs,2009,7.0,66,171563,70.0
Drag Me to Hell,2009,6.6,83,169209,66.0
Coraline,2009,7.7,80,166445,77.0
The Taking of Pelham 123,2009,6.4,55,163495,64.0
Orphan,2009,7.0,42,162482,70.0
Fantastic Mr. Fox,2009,7.8,83,159622,78.0
Surrogates,2009,6.3,45,158849,63.0
17 Again,2009,6.4,48,158052,64.0
El secreto de sus ojos,2009,8.2,80,155111,82.0
Night at the Museum: Battle of the Smithsonian,2009,5.9,42,147480,59.0
He's Just Not That Into You,2009,6.4,47,142475,64.0
Adventureland,2009,6.8,76,140823,68.0
The Lovely Bones,2009,6.7,42,136418,67.0
Underworld: Rise of the Lycans,2009,6.6,44,135066,66.0
Invictus,2009,7.4,74,134650,74.0
The Imaginarium of Doctor Parnassus,2009,6.8,65,133492,68.0
Pandorum,2009,6.8,28,131113,68.0
Brüno,2009,5.8,54,127660,58.0
Monsters vs. Aliens,2009,6.5,56,126853,65.0
The Time Traveler's Wife,2009,7.1,47,125501,71.0
Crank: High Voltage,2009,6.2,41,124218,62.0
State of Play,2009,7.1,64,120812,71.0
Gamer,2009,5.8,27,120109,58.0
9,2009,7.1,60,119863,71.0
An Education,2009,7.3,85,118725,73.0
The Men Who Stare at Goats,2009,6.2,54,116735,62.0
A Serious Man,2009,7.0,79,113019,70.0
Daybreakers,2009,6.5,57,112114,65.0
Funny People,2009,6.3,60,105528,63.0
The Invention of Lying,2009,6.4,58,101366,64.0
The Princess and the Frog,2009,7.1,73,100277,71.0
Jennifer's Body,2009,5.1,47,100114,51.0
Antichrist,2009,6.6,49,98815,66.0
The Boat That Rocked,2009,7.4,58,97306,74.0
Brothers,2009,7.1,58,97198,71.0
Push,2009,6.1,36,96571,61.0
Precious,2009,7.3,79,95405,73.0
A Single Man,2009,7.6,77,94621,76.0
Where the Wild Things Are,2009,6.8,71,92990,68.0
Paul Blart: Mall Cop,2009,5.2,39,90797,52.0
Couples Retreat,2009,5.5,23,89617,55.0
Julie & Julia,2009,7.0,66,88572,70.0
Bride Wars,2009,5.5,24,88182,55.0
Saw VI,2009,6.0,30,87051,60.0
A Christmas Carol,2009,6.8,55,84575,68.0
Un prophète,2009,7.9,90,84528,79.0
Splice,2009,5.7,66,84326,57.0
The International,2009,6.5,52,83963,65.0
I Love You Phillip Morris,2009,6.6,65,83914,66.0
The Final Destination,2009,5.2,30,83236,52.0
Friday the 13th,2009,5.6,34,82949,56.0
The Box,2009,5.6,47,81671,56.0
Year One,2009,4.9,34,81456,49.0
My Sister's Keeper,2009,7.4,51,81410,74.0
Flickan som lekte med elden,2009,7.2,66,80362,72.0
Harry Brown,2009,7.2,55,78240,72.0
It's Complicated,2009,6.6,57,75883,66.0
Crazy Heart,2009,7.3,83,74843,73.0
The Last House on the Left,2009,6.6,42,74597,66.0
Ghosts of Girlfriends Past,2009,5.8,34,73466,58.0
Youth in Revolt,2009,6.5,63,68457,65.0
The Bad Lieutenant: Port of Call - New Orleans,2009,6.6,69,68305,66.0
The Uninvited,2009,6.4,43,67969,64.0
Confessions of a Shopaholic,2009,5.9,38,67705,59.0
The Fourth Kind,2009,5.9,34,67191,59.0
Case 39,2009,6.2,25,66707,62.0
Whatever Works,2009,7.2,45,64337,72.0
The Human Centipede (First Sequence),2009,4.4,33,63551,44.0
Solomon Kane,2009,6.1,48,63222,61.0
Dragonball Evolution,2009,2.6,45,62101,26.0
Ninja Assassin,2009,6.4,34,61875,64.0
Chloe,2009,6.3,48,61814,63.0
A Perfect Getaway,2009,6.5,63,60589,65.0
[Rec]²,2009,6.5,52,60483,65.0
Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,82,59117,78.0
Whip It,2009,6.9,68,58961,69.0
Luftslottet som sprängdes,2009,7.3,60,58594,73.0
Død snø,2009,6.3,61,58558,63.0
Agora,2009,7.2,55,58144,72.0
Kynodontas,2009,7.3,73,57707,73.0
The Boondock Saints II: All Saints Day,2009,6.3,24,56452,63.0
The Informant!,2009,6.5,66,56441,65.0
Land of the Lost,2009,5.4,32,55800,54.0
Brooklyn's Finest,2009,6.7,43,55769,67.0
Observe and Report,2009,5.8,54,54997,58.0
The Haunting in Connecticut,2009,5.9,33,54064,59.0
Enter the Void,2009,7.3,69,53852,73.0
Everybody's Fine,2009,7.1,47,53786,71.0
Fanboys,2009,6.6,45,52468,66.0
Fish Tank,2009,7.3,81,52434,73.0
The Young Victoria,2009,7.3,64,50722,73.0
The Collector,2009,6.4,29,48650,64.0
Valhalla Rising,2009,6.0,61,48560,60.0
My Bloody Valentine,2009,5.5,51,48532,55.0
Away We Go,2009,7.1,58,48113,71.0
In the Loop,2009,7.5,83,48042,75.0
Race to Witch Mountain,2009,5.7,52,47773,57.0
The Soloist,2009,6.7,61,46579,67.0
The Unborn,2009,4.8,30,44956,48.0
Planet 51,2009,6.1,39,44648,61.0
Duplicity,2009,6.2,69,43704,62.0
The Cove,2009,8.5,84,43363,85.0
Halloween II,2009,4.9,35,40349,49.0
Extract,2009,6.2,61,40348,62.0
Banlieue 13: Ultimatum,2009,6.5,64,39665,65.0
Nine,2009,5.8,49,39575,58.0
Black Dynamite,2009,7.4,65,39452,74.0
Fired Up!,2009,6.2,31,39411,62.0
Cirque du Freak: The Vampire's Assistant,2009,5.9,43,38380,59.0
Capitalism: A Love Story,2009,7.4,61,38151,74.0
The Pink Panther 2,2009,5.6,36,36665,56.0
G-Force,2009,5.1,41,36366,51.0
Notorious,2009,6.7,60,35796,67.0
Alvin and the Chipmunks: The Squeakquel,2009,4.5,41,35769,45.0
The Damned United,2009,7.6,81,35756,76.0
The Joneses,2009,6.5,55,35595,65.0
All About Steve,2009,4.8,17,35529,48.0
This Is It,2009,7.3,67,35038,73.0
Bakjwi,2009,7.2,73,34930,72.0
Hannah Montana: The Movie,2009,4.3,47,34804,43.0
Spread,2009,5.9,43,34792,59.0
Coco avant Chanel,2009,6.7,65,34710,67.0
Middle Men,2009,6.6,60,34317,66.0
World's Greatest Dad,2009,6.9,69,34118,69.0
The House of the Devil,2009,6.4,73,34111,64.0
Los abrazos rotos,2009,7.2,76,34039,72.0
Darbareye Elly,2009,8.1,87,33381,81.0
Defendor,2009,6.8,57,33207,68.0
Old Dogs,2009,5.4,19,33150,54.0
Madeo,2009,7.8,79,33147,78.0
After.Life,2009,5.9,36,33124,59.0
Did You Hear About the Morgans?,2009,4.8,27,32303,48.0
Inception,2010,8.8,74,1678525,88.0
Shutter Island,2010,8.1,63,914001,81.0
Toy Story 3,2010,8.3,92,621757,83.0
Black Swan,2010,8.0,79,607309,80.0
Iron Man 2,2010,7.0,57,588200,70.0
The King's Speech,2010,8.0,88,557335,80.0
How to Train Your Dragon,2010,8.1,74,554599,81.0
The Social Network,2010,7.7,95,534601,77.0
Kick-Ass,2010,7.6,66,473754,76.0
Despicable Me,2010,7.7,72,432192,77.0
Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,382260,77.0
Alice in Wonderland,2010,6.5,53,337922,65.0
Tangled,2010,7.8,71,334766,78.0
Scott Pilgrim vs. the World,2010,7.5,69,310888,75.0
Easy A,2010,7.1,72,308994,71.0
127 Hours,2010,7.6,82,306129,76.0
The Town,2010,7.6,74,305208,76.0
The Fighter,2010,7.8,79,300482,78.0
The Expendables,2010,6.5,45,293474,65.0
Due Date,2010,6.6,51,290956,66.0
Tron,2010,6.8,49,282745,68.0
True Grit,2010,7.6,80,265260,76.0
Salt,2010,6.4,65,264193,64.0
RED,2010,7.1,60,258753,71.0
The Book of Eli,2010,6.9,53,252207,69.0
Clash of the Titans,2010,5.8,39,245436,58.0
Prince of Persia: The Sands of Time,2010,6.6,50,241835,66.0
Insidious,2010,6.8,52,233521,68.0
Robin Hood,2010,6.7,53,228411,67.0
The A-Team,2010,6.8,47,225754,68.0
The Other Guys,2010,6.7,64,208334,67.0
The Twilight Saga: Eclipse,2010,4.9,58,199426,49.0
Grown Ups,2010,6.0,30,198234,60.0
The Tourist,2010,6.0,37,194396,60.0
Megamind,2010,7.3,63,192605,73.0
Predators,2010,6.4,51,185902,64.0
Machete,2010,6.6,60,175613,66.0
Unstoppable,2010,6.8,69,163659,68.0
Knight and Day,2010,6.3,46,160522,63.0
The Next Three Days,2010,7.4,52,158483,74.0
Love & Other Drugs,2010,6.7,55,157849,67.0
Get Him to the Greek,2010,6.4,65,155883,64.0
Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,155471,59.0
Shrek Forever After,2010,6.3,58,154235,63.0
Hot Tub Time Machine,2010,6.4,63,147740,64.0
Resident Evil: Afterlife,2010,5.9,37,146157,59.0
Tucker and Dale vs Evil,2010,7.6,65,144200,76.0
The Ghost Writer,2010,7.2,77,142428,72.0
Date Night,2010,6.3,56,137861,63.0
